date,tsla,date,appl,date,F,date,nvda,date,msft
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
7/9/2018 16:00:00,63.7,7/9/2018 16:00:00,47.65,7/9/2018 16:00:00,11.2,7/9/2018 16:00:00,249.25,7/9/2018 16:00:00,101.85
7/10/2018 16:00:00,64.49,7/10/2018 16:00:00,47.59,7/10/2018 16:00:00,11.25,7/10/2018 16:00:00,253.25,7/10/2018 16:00:00,102.12
7/11/2018 16:00:00,63.79,7/11/2018 16:00:00,46.97,7/11/2018 16:00:00,11.07,7/11/2018 16:00:00,247.53,7/11/2018 16:00:00,101.98
7/12/2018 16:00:00,63.34,7/12/2018 16:00:00,47.76,7/12/2018 16:00:00,11.05,7/12/2018 16:00:00,251.23,7/12/2018 16:00:00,104.19
7/13/2018 16:00:00,63.77,7/13/2018 16:00:00,47.83,7/13/2018 16:00:00,10.98,7/13/2018 16:00:00,249.32,7/13/2018 16:00:00,105.43
7/16/2018 16:00:00,62.02,7/16/2018 16:00:00,47.73,7/16/2018 16:00:00,10.85,7/16/2018 16:00:00,248.2,7/16/2018 16:00:00,104.91
7/17/2018 16:00:00,64.54,7/17/2018 16:00:00,47.86,7/17/2018 16:00:00,10.86,7/17/2018 16:00:00,253.69,7/17/2018 16:00:00,105.95
7/18/2018 16:00:00,64.77,7/18/2018 16:00:00,47.6,7/18/2018 16:00:00,10.87,7/18/2018 16:00:00,251.7,7/18/2018 16:00:00,105.12
7/19/2018 16:00:00,64.05,7/19/2018 16:00:00,47.97,7/19/2018 16:00:00,10.82,7/19/2018 16:00:00,252.03,7/19/2018 16:00:00,104.4
7/20/2018 16:00:00,62.72,7/20/2018 16:00:00,47.86,7/20/2018 16:00:00,10.56,7/20/2018 16:00:00,250.89,7/20/2018 16:00:00,106.27
7/23/2018 16:00:00,60.64,7/23/2018 16:00:00,47.86,7/23/2018 16:00:00,10.47,7/23/2018 16:00:00,249.41,7/23/2018 16:00:00,107.97
7/24/2018 16:00:00,59.49,7/24/2018 16:00:00,48.25,7/24/2018 16:00:00,10.57,7/24/2018 16:00:00,248.71,7/24/2018 16:00:00,107.66
7/25/2018 16:00:00,61.75,7/25/2018 16:00:00,48.71,7/25/2018 16:00:00,10.52,7/25/2018 16:00:00,251.87,7/25/2018 16:00:00,110.83
7/26/2018 16:00:00,61.33,7/26/2018 16:00:00,48.55,7/26/2018 16:00:00,9.89,7/26/2018 16:00:00,254.84,7/26/2018 16:00:00,109.62
7/27/2018 16:00:00,59.44,7/27/2018 16:00:00,47.75,7/27/2018 16:00:00,9.93,7/27/2018 16:00:00,252.02,7/27/2018 16:00:00,107.68
7/30/2018 16:00:00,58.03,7/30/2018 16:00:00,47.48,7/30/2018 16:00:00,10.07,7/30/2018 16:00:00,244.13,7/30/2018 16:00:00,105.37
7/31/2018 16:00:00,59.63,7/31/2018 16:00:00,47.57,7/31/2018 16:00:00,10.04,7/31/2018 16:00:00,244.86,7/31/2018 16:00:00,106.08
8/1/2018 16:00:00,60.17,8/1/2018 16:00:00,50.38,8/1/2018 16:00:00,9.9,8/1/2018 16:00:00,246.47,8/1/2018 16:00:00,106.28
8/2/2018 16:00:00,69.91,8/2/2018 16:00:00,51.85,8/2/2018 16:00:00,9.92,8/2/2018 16:00:00,250.62,8/2/2018 16:00:00,107.57
8/3/2018 16:00:00,69.63,8/3/2018 16:00:00,52,8/3/2018 16:00:00,10.04,8/3/2018 16:00:00,252.1,8/3/2018 16:00:00,108.04
8/6/2018 16:00:00,68.4,8/6/2018 16:00:00,52.27,8/6/2018 16:00:00,10.03,8/6/2018 16:00:00,254.03,8/6/2018 16:00:00,108.13
8/7/2018 16:00:00,75.91,8/7/2018 16:00:00,51.78,8/7/2018 16:00:00,10.08,8/7/2018 16:00:00,256.95,8/7/2018 16:00:00,108.88
8/8/2018 16:00:00,74.07,8/8/2018 16:00:00,51.81,8/8/2018 16:00:00,10.05,8/8/2018 16:00:00,258.42,8/8/2018 16:00:00,109.49
8/9/2018 16:00:00,70.49,8/9/2018 16:00:00,52.22,8/9/2018 16:00:00,9.91,8/9/2018 16:00:00,256.46,8/9/2018 16:00:00,109.67
8/10/2018 16:00:00,71.1,8/10/2018 16:00:00,51.88,8/10/2018 16:00:00,9.74,8/10/2018 16:00:00,254.79,8/10/2018 16:00:00,109
8/13/2018 16:00:00,71.28,8/13/2018 16:00:00,52.22,8/13/2018 16:00:00,9.46,8/13/2018 16:00:00,256.12,8/13/2018 16:00:00,108.21
8/14/2018 16:00:00,69.53,8/14/2018 16:00:00,52.44,8/14/2018 16:00:00,9.5,8/14/2018 16:00:00,261.43,8/14/2018 16:00:00,109.56
8/15/2018 16:00:00,67.74,8/15/2018 16:00:00,52.56,8/15/2018 16:00:00,9.45,8/15/2018 16:00:00,259.08,8/15/2018 16:00:00,107.66
8/16/2018 16:00:00,67.09,8/16/2018 16:00:00,53.33,8/16/2018 16:00:00,9.51,8/16/2018 16:00:00,257.44,8/16/2018 16:00:00,107.64
8/17/2018 16:00:00,61.1,8/17/2018 16:00:00,54.4,8/17/2018 16:00:00,9.55,8/17/2018 16:00:00,244.82,8/17/2018 16:00:00,107.58
8/20/2018 16:00:00,61.69,8/20/2018 16:00:00,53.87,8/20/2018 16:00:00,9.72,8/20/2018 16:00:00,247.84,8/20/2018 16:00:00,106.87
8/21/2018 16:00:00,64.38,8/21/2018 16:00:00,53.76,8/21/2018 16:00:00,9.86,8/21/2018 16:00:00,253.32,8/21/2018 16:00:00,105.98
8/22/2018 16:00:00,64.33,8/22/2018 16:00:00,53.76,8/22/2018 16:00:00,9.69,8/22/2018 16:00:00,262.82,8/22/2018 16:00:00,107.06
8/23/2018 16:00:00,64.02,8/23/2018 16:00:00,53.87,8/23/2018 16:00:00,9.63,8/23/2018 16:00:00,266.84,8/23/2018 16:00:00,107.56
8/24/2018 16:00:00,64.56,8/24/2018 16:00:00,54.04,8/24/2018 16:00:00,9.68,8/24/2018 16:00:00,272.22,8/24/2018 16:00:00,108.4
8/27/2018 16:00:00,63.85,8/27/2018 16:00:00,54.49,8/27/2018 16:00:00,9.99,8/27/2018 16:00:00,275.9,8/27/2018 16:00:00,109.6
8/28/2018 16:00:00,62.37,8/28/2018 16:00:00,54.93,8/28/2018 16:00:00,10.01,8/28/2018 16:00:00,274.38,8/28/2018 16:00:00,110.26
8/29/2018 16:00:00,61,8/29/2018 16:00:00,55.75,8/29/2018 16:00:00,9.97,8/29/2018 16:00:00,278.49,8/29/2018 16:00:00,112.02
8/30/2018 16:00:00,60.63,8/30/2018 16:00:00,56.26,8/30/2018 16:00:00,9.7,8/30/2018 16:00:00,277.81,8/30/2018 16:00:00,111.95
8/31/2018 16:00:00,60.33,8/31/2018 16:00:00,56.91,8/31/2018 16:00:00,9.48,8/31/2018 16:00:00,280.68,8/31/2018 16:00:00,112.33
9/4/2018 16:00:00,57.79,9/4/2018 16:00:00,57.09,9/4/2018 16:00:00,9.47,9/4/2018 16:00:00,283.7,9/4/2018 16:00:00,111.71
9/5/2018 16:00:00,56.15,9/5/2018 16:00:00,56.72,9/5/2018 16:00:00,9.49,9/5/2018 16:00:00,278.42,9/5/2018 16:00:00,108.49
9/6/2018 16:00:00,56.19,9/6/2018 16:00:00,55.78,9/6/2018 16:00:00,9.43,9/6/2018 16:00:00,272.72,9/6/2018 16:00:00,108.74
9/7/2018 16:00:00,52.65,9/7/2018 16:00:00,55.33,9/7/2018 16:00:00,9.27,9/7/2018 16:00:00,271.86,9/7/2018 16:00:00,108.21
9/10/2018 16:00:00,57.1,9/10/2018 16:00:00,54.58,9/10/2018 16:00:00,9.38,9/10/2018 16:00:00,274.73,9/10/2018 16:00:00,109.38
9/11/2018 16:00:00,55.89,9/11/2018 16:00:00,55.96,9/11/2018 16:00:00,9.31,9/11/2018 16:00:00,272.8,9/11/2018 16:00:00,111.24
9/12/2018 16:00:00,58.11,9/12/2018 16:00:00,55.27,9/12/2018 16:00:00,9.34,9/12/2018 16:00:00,268.2,9/12/2018 16:00:00,111.71
9/13/2018 16:00:00,57.89,9/13/2018 16:00:00,56.6,9/13/2018 16:00:00,9.37,9/13/2018 16:00:00,271.34,9/13/2018 16:00:00,112.91
9/14/2018 16:00:00,59.04,9/14/2018 16:00:00,55.96,9/14/2018 16:00:00,9.45,9/14/2018 16:00:00,276.43,9/14/2018 16:00:00,113.37
9/17/2018 16:00:00,58.97,9/17/2018 16:00:00,54.47,9/17/2018 16:00:00,9.55,9/17/2018 16:00:00,273.93,9/17/2018 16:00:00,112.14
9/18/2018 16:00:00,56.99,9/18/2018 16:00:00,54.56,9/18/2018 16:00:00,9.58,9/18/2018 16:00:00,271.02,9/18/2018 16:00:00,113.21
9/19/2018 16:00:00,59.8,9/19/2018 16:00:00,54.59,9/19/2018 16:00:00,9.78,9/19/2018 16:00:00,271.98,9/19/2018 16:00:00,111.7
9/20/2018 16:00:00,59.67,9/20/2018 16:00:00,55.01,9/20/2018 16:00:00,9.81,9/20/2018 16:00:00,266.28,9/20/2018 16:00:00,113.57
9/21/2018 16:00:00,59.82,9/21/2018 16:00:00,54.42,9/21/2018 16:00:00,9.85,9/21/2018 16:00:00,263.45,9/21/2018 16:00:00,114.26
9/24/2018 16:00:00,59.94,9/24/2018 16:00:00,55.2,9/24/2018 16:00:00,9.59,9/24/2018 16:00:00,265.7,9/24/2018 16:00:00,114.67
9/25/2018 16:00:00,60.2,9/25/2018 16:00:00,55.55,9/25/2018 16:00:00,9.39,9/25/2018 16:00:00,268.41,9/25/2018 16:00:00,114.45
9/26/2018 16:00:00,61.92,9/26/2018 16:00:00,55.11,9/26/2018 16:00:00,9.27,9/26/2018 16:00:00,266.92,9/26/2018 16:00:00,113.98
9/27/2018 16:00:00,61.5,9/27/2018 16:00:00,56.24,9/27/2018 16:00:00,9.23,9/27/2018 16:00:00,267.4,9/27/2018 16:00:00,114.41
9/28/2018 16:00:00,52.95,9/28/2018 16:00:00,56.44,9/28/2018 16:00:00,9.25,9/28/2018 16:00:00,281.02,9/28/2018 16:00:00,114.37
10/1/2018 16:00:00,62.14,10/1/2018 16:00:00,56.82,10/1/2018 16:00:00,9.32,10/1/2018 16:00:00,289.36,10/1/2018 16:00:00,115.61
10/2/2018 16:00:00,60.2,10/2/2018 16:00:00,57.32,10/2/2018 16:00:00,9.2,10/2/2018 16:00:00,286.48,10/2/2018 16:00:00,115.15
10/3/2018 16:00:00,58.96,10/3/2018 16:00:00,58.02,10/3/2018 16:00:00,9.13,10/3/2018 16:00:00,286.73,10/3/2018 16:00:00,115.17
10/4/2018 16:00:00,56.37,10/4/2018 16:00:00,57,10/4/2018 16:00:00,9.15,10/4/2018 16:00:00,279.29,10/4/2018 16:00:00,112.79
10/5/2018 16:00:00,52.39,10/5/2018 16:00:00,56.07,10/5/2018 16:00:00,9.12,10/5/2018 16:00:00,269.86,10/5/2018 16:00:00,112.13
10/8/2018 16:00:00,50.11,10/8/2018 16:00:00,55.94,10/8/2018 16:00:00,9.26,10/8/2018 16:00:00,265.77,10/8/2018 16:00:00,110.85
10/9/2018 16:00:00,52.56,10/9/2018 16:00:00,56.72,10/9/2018 16:00:00,8.95,10/9/2018 16:00:00,265.54,10/9/2018 16:00:00,112.26
10/10/2018 16:00:00,51.38,10/10/2018 16:00:00,54.09,10/10/2018 16:00:00,8.82,10/10/2018 16:00:00,245.69,10/10/2018 16:00:00,106.16
10/11/2018 16:00:00,50.45,10/11/2018 16:00:00,53.61,10/11/2018 16:00:00,8.81,10/11/2018 16:00:00,235.13,10/11/2018 16:00:00,105.91
10/12/2018 16:00:00,51.76,10/12/2018 16:00:00,55.53,10/12/2018 16:00:00,8.64,10/12/2018 16:00:00,246.54,10/12/2018 16:00:00,109.57
10/15/2018 16:00:00,51.92,10/15/2018 16:00:00,54.34,10/15/2018 16:00:00,8.81,10/15/2018 16:00:00,235.38,10/15/2018 16:00:00,107.6
10/16/2018 16:00:00,55.32,10/16/2018 16:00:00,55.54,10/16/2018 16:00:00,8.8,10/16/2018 16:00:00,245.83,10/16/2018 16:00:00,111
10/17/2018 16:00:00,54.36,10/17/2018 16:00:00,55.3,10/17/2018 16:00:00,8.76,10/17/2018 16:00:00,243.06,10/17/2018 16:00:00,110.71
10/18/2018 16:00:00,52.78,10/18/2018 16:00:00,54.01,10/18/2018 16:00:00,8.51,10/18/2018 16:00:00,239.53,10/18/2018 16:00:00,108.5
10/19/2018 16:00:00,52,10/19/2018 16:00:00,54.83,10/19/2018 16:00:00,8.5,10/19/2018 16:00:00,229.17,10/19/2018 16:00:00,108.66
10/22/2018 16:00:00,52.19,10/22/2018 16:00:00,55.16,10/22/2018 16:00:00,8.41,10/22/2018 16:00:00,231.22,10/22/2018 16:00:00,109.63
10/23/2018 16:00:00,58.83,10/23/2018 16:00:00,55.68,10/23/2018 16:00:00,8.59,10/23/2018 16:00:00,221.06,10/23/2018 16:00:00,108.1
10/24/2018 16:00:00,57.7,10/24/2018 16:00:00,53.77,10/24/2018 16:00:00,8.18,10/24/2018 16:00:00,199.41,10/24/2018 16:00:00,102.32
10/25/2018 16:00:00,62.97,10/25/2018 16:00:00,54.95,10/25/2018 16:00:00,8.99,10/25/2018 16:00:00,207.84,10/25/2018 16:00:00,108.3
10/26/2018 16:00:00,66.18,10/26/2018 16:00:00,54.08,10/26/2018 16:00:00,8.98,10/26/2018 16:00:00,198.29,10/26/2018 16:00:00,106.96
10/29/2018 16:00:00,66.97,10/29/2018 16:00:00,53.06,10/29/2018 16:00:00,9.28,10/29/2018 16:00:00,185.62,10/29/2018 16:00:00,103.85
10/30/2018 16:00:00,65.98,10/30/2018 16:00:00,53.33,10/30/2018 16:00:00,9.46,10/30/2018 16:00:00,203,10/30/2018 16:00:00,103.73
10/31/2018 16:00:00,67.46,10/31/2018 16:00:00,54.72,10/31/2018 16:00:00,9.55,10/31/2018 16:00:00,210.83,10/31/2018 16:00:00,106.81
11/1/2018 16:00:00,68.86,11/1/2018 16:00:00,55.56,11/1/2018 16:00:00,9.29,11/1/2018 16:00:00,218.11,11/1/2018 16:00:00,105.92
11/2/2018 16:00:00,69.28,11/2/2018 16:00:00,51.87,11/2/2018 16:00:00,9.38,11/2/2018 16:00:00,214.92,11/2/2018 16:00:00,106.16
11/5/2018 16:00:00,68.28,11/5/2018 16:00:00,50.4,11/5/2018 16:00:00,9.53,11/5/2018 16:00:00,211.77,11/5/2018 16:00:00,107.51
11/6/2018 16:00:00,68.21,11/6/2018 16:00:00,50.94,11/6/2018 16:00:00,9.54,11/6/2018 16:00:00,211.06,11/6/2018 16:00:00,107.72
11/7/2018 16:00:00,69.63,11/7/2018 16:00:00,52.49,11/7/2018 16:00:00,9.6,11/7/2018 16:00:00,213.79,11/7/2018 16:00:00,111.96
11/8/2018 16:00:00,70.28,11/8/2018 16:00:00,52.12,11/8/2018 16:00:00,9.46,11/8/2018 16:00:00,205.99,11/8/2018 16:00:00,111.75
11/9/2018 16:00:00,70.1,11/9/2018 16:00:00,51.12,11/9/2018 16:00:00,9.38,11/9/2018 16:00:00,205.67,11/9/2018 16:00:00,109.57
11/12/2018 16:00:00,66.26,11/12/2018 16:00:00,48.54,11/12/2018 16:00:00,9.49,11/12/2018 16:00:00,189.54,11/12/2018 16:00:00,106.87
11/13/2018 16:00:00,67.75,11/13/2018 16:00:00,48.06,11/13/2018 16:00:00,9.54,11/13/2018 16:00:00,199.31,11/13/2018 16:00:00,106.94
11/14/2018 16:00:00,68.8,11/14/2018 16:00:00,46.7,11/14/2018 16:00:00,9.54,11/14/2018 16:00:00,197.19,11/14/2018 16:00:00,104.97
11/15/2018 16:00:00,69.69,11/15/2018 16:00:00,47.85,11/15/2018 16:00:00,9.31,11/15/2018 16:00:00,202.39,11/15/2018 16:00:00,107.28
11/16/2018 16:00:00,70.86,11/16/2018 16:00:00,48.38,11/16/2018 16:00:00,9.05,11/16/2018 16:00:00,164.43,11/16/2018 16:00:00,108.29
11/19/2018 16:00:00,70.69,11/19/2018 16:00:00,46.47,11/19/2018 16:00:00,9.25,11/19/2018 16:00:00,144.7,11/19/2018 16:00:00,104.62
11/20/2018 16:00:00,69.5,11/20/2018 16:00:00,44.25,11/20/2018 16:00:00,9.06,11/20/2018 16:00:00,149.08,11/20/2018 16:00:00,101.71
11/21/2018 16:00:00,67.64,11/21/2018 16:00:00,44.2,11/21/2018 16:00:00,9.11,11/21/2018 16:00:00,144.71,11/21/2018 16:00:00,103.11
11/23/2018 13:00:00,65.17,11/23/2018 13:00:00,43.07,11/23/2018 13:00:00,9.13,11/23/2018 13:00:00,145,11/23/2018 13:00:00,103.07
11/26/2018 16:00:00,69.2,11/26/2018 16:00:00,43.66,11/26/2018 16:00:00,9.4,11/26/2018 16:00:00,153.05,11/26/2018 16:00:00,106.47
11/27/2018 16:00:00,68.78,11/27/2018 16:00:00,43.56,11/27/2018 16:00:00,9.28,11/27/2018 16:00:00,153.73,11/27/2018 16:00:00,107.14
11/28/2018 16:00:00,69.57,11/28/2018 16:00:00,45.24,11/28/2018 16:00:00,9.41,11/28/2018 16:00:00,160.07,11/28/2018 16:00:00,111.12
11/29/2018 16:00:00,68.23,11/29/2018 16:00:00,44.89,11/29/2018 16:00:00,9.37,11/29/2018 16:00:00,157.36,11/29/2018 16:00:00,110.19
11/30/2018 16:00:00,70.1,11/30/2018 16:00:00,44.65,11/30/2018 16:00:00,9.41,11/30/2018 16:00:00,163.43,11/30/2018 16:00:00,110.89
12/3/2018 16:00:00,71.7,12/3/2018 16:00:00,46.21,12/3/2018 16:00:00,9.6,12/3/2018 16:00:00,170.04,12/3/2018 16:00:00,112.09
12/4/2018 16:00:00,71.94,12/4/2018 16:00:00,44.17,12/4/2018 16:00:00,9.18,12/4/2018 16:00:00,157.11,12/4/2018 16:00:00,108.52
12/6/2018 16:00:00,72.61,12/6/2018 16:00:00,43.68,12/6/2018 16:00:00,9.02,12/6/2018 16:00:00,158.29,12/6/2018 16:00:00,109.19
12/7/2018 16:00:00,71.59,12/7/2018 16:00:00,42.12,12/7/2018 16:00:00,8.82,12/7/2018 16:00:00,147.61,12/7/2018 16:00:00,104.82
12/10/2018 16:00:00,73.03,12/10/2018 16:00:00,42.4,12/10/2018 16:00:00,8.52,12/10/2018 16:00:00,151.86,12/10/2018 16:00:00,107.59
12/11/2018 16:00:00,73.35,12/11/2018 16:00:00,42.16,12/11/2018 16:00:00,8.54,12/11/2018 16:00:00,148.19,12/11/2018 16:00:00,108.59
12/12/2018 16:00:00,73.32,12/12/2018 16:00:00,42.28,12/12/2018 16:00:00,8.64,12/12/2018 16:00:00,148.9,12/12/2018 16:00:00,109.08
12/13/2018 16:00:00,75.36,12/13/2018 16:00:00,42.74,12/13/2018 16:00:00,8.5,12/13/2018 16:00:00,148.89,12/13/2018 16:00:00,109.45
12/14/2018 16:00:00,73.14,12/14/2018 16:00:00,41.37,12/14/2018 16:00:00,8.52,12/14/2018 16:00:00,146.45,12/14/2018 16:00:00,106.03
12/17/2018 16:00:00,69.68,12/17/2018 16:00:00,40.99,12/17/2018 16:00:00,8.5,12/17/2018 16:00:00,143.58,12/17/2018 16:00:00,102.89
12/18/2018 16:00:00,67.41,12/18/2018 16:00:00,41.52,12/18/2018 16:00:00,8.47,12/18/2018 16:00:00,146.94,12/18/2018 16:00:00,103.97
12/19/2018 16:00:00,66.59,12/19/2018 16:00:00,40.22,12/19/2018 16:00:00,8.32,12/19/2018 16:00:00,138.51,12/19/2018 16:00:00,103.69
12/20/2018 16:00:00,63.08,12/20/2018 16:00:00,39.21,12/20/2018 16:00:00,8.26,12/20/2018 16:00:00,135.1,12/20/2018 16:00:00,101.51
12/21/2018 16:00:00,63.95,12/21/2018 16:00:00,37.68,12/21/2018 16:00:00,8.05,12/21/2018 16:00:00,129.57,12/21/2018 16:00:00,98.23
12/24/2018 13:00:00,59.08,12/24/2018 13:00:00,36.71,12/24/2018 13:00:00,7.63,12/24/2018 13:00:00,127.08,12/24/2018 13:00:00,94.13
12/26/2018 16:00:00,65.22,12/26/2018 16:00:00,39.29,12/26/2018 16:00:00,7.85,12/26/2018 16:00:00,133.1,12/26/2018 16:00:00,100.56
12/27/2018 16:00:00,63.23,12/27/2018 16:00:00,39.04,12/27/2018 16:00:00,7.85,12/27/2018 16:00:00,131.17,12/27/2018 16:00:00,101.18
12/28/2018 16:00:00,66.77,12/28/2018 16:00:00,39.06,12/28/2018 16:00:00,7.81,12/28/2018 16:00:00,133.65,12/28/2018 16:00:00,100.39
12/31/2018 16:00:00,66.56,12/31/2018 16:00:00,39.44,12/31/2018 16:00:00,7.65,12/31/2018 16:00:00,133.5,12/31/2018 16:00:00,101.57
1/2/2019 16:00:00,62.02,1/2/2019 16:00:00,39.48,1/2/2019 16:00:00,7.9,1/2/2019 16:00:00,136.22,1/2/2019 16:00:00,101.12
1/3/2019 16:00:00,60.07,1/3/2019 16:00:00,35.55,1/3/2019 16:00:00,7.78,1/3/2019 16:00:00,127.99,1/3/2019 16:00:00,97.4
1/4/2019 16:00:00,63.54,1/4/2019 16:00:00,37.07,1/4/2019 16:00:00,8.08,1/4/2019 16:00:00,136.19,1/4/2019 16:00:00,101.93
1/7/2019 16:00:00,66.99,1/7/2019 16:00:00,36.98,1/7/2019 16:00:00,8.29,1/7/2019 16:00:00,143.4,1/7/2019 16:00:00,102.06
1/8/2019 16:00:00,67.07,1/8/2019 16:00:00,37.69,1/8/2019 16:00:00,8.37,1/8/2019 16:00:00,139.83,1/8/2019 16:00:00,102.8
1/9/2019 16:00:00,67.71,1/9/2019 16:00:00,38.33,1/9/2019 16:00:00,8.72,1/9/2019 16:00:00,142.58,1/9/2019 16:00:00,104.27
1/10/2019 16:00:00,68.99,1/10/2019 16:00:00,38.45,1/10/2019 16:00:00,8.67,1/10/2019 16:00:00,145.23,1/10/2019 16:00:00,103.6
1/11/2019 16:00:00,69.45,1/11/2019 16:00:00,38.07,1/11/2019 16:00:00,8.82,1/11/2019 16:00:00,148.83,1/11/2019 16:00:00,102.8
1/14/2019 16:00:00,66.88,1/14/2019 16:00:00,37.5,1/14/2019 16:00:00,8.99,1/14/2019 16:00:00,150.44,1/14/2019 16:00:00,102.05
1/15/2019 16:00:00,68.89,1/15/2019 16:00:00,38.27,1/15/2019 16:00:00,8.84,1/15/2019 16:00:00,149.87,1/15/2019 16:00:00,105.01
1/16/2019 16:00:00,69.21,1/16/2019 16:00:00,38.74,1/16/2019 16:00:00,8.29,1/16/2019 16:00:00,148.84,1/16/2019 16:00:00,105.38
1/17/2019 16:00:00,69.46,1/17/2019 16:00:00,38.97,1/17/2019 16:00:00,8.36,1/17/2019 16:00:00,151.72,1/17/2019 16:00:00,106.12
1/18/2019 16:00:00,60.45,1/18/2019 16:00:00,39.21,1/18/2019 16:00:00,8.58,1/18/2019 16:00:00,156.93,1/18/2019 16:00:00,107.71
1/22/2019 16:00:00,59.78,1/22/2019 16:00:00,38.33,1/22/2019 16:00:00,8.5,1/22/2019 16:00:00,148.77,1/22/2019 16:00:00,105.68
1/23/2019 16:00:00,57.52,1/23/2019 16:00:00,38.48,1/23/2019 16:00:00,8.34,1/23/2019 16:00:00,149.29,1/23/2019 16:00:00,106.71
1/24/2019 16:00:00,58.3,1/24/2019 16:00:00,38.17,1/24/2019 16:00:00,8.6,1/24/2019 16:00:00,157.84,1/24/2019 16:00:00,106.2
1/25/2019 16:00:00,59.41,1/25/2019 16:00:00,39.44,1/25/2019 16:00:00,8.86,1/25/2019 16:00:00,160.15,1/25/2019 16:00:00,107.17
1/28/2019 16:00:00,59.28,1/28/2019 16:00:00,39.08,1/28/2019 16:00:00,8.66,1/28/2019 16:00:00,138.01,1/28/2019 16:00:00,105.08
1/29/2019 16:00:00,59.49,1/29/2019 16:00:00,38.67,1/29/2019 16:00:00,8.76,1/29/2019 16:00:00,131.6,1/29/2019 16:00:00,102.94
1/30/2019 16:00:00,61.75,1/30/2019 16:00:00,41.31,1/30/2019 16:00:00,8.71,1/30/2019 16:00:00,137.39,1/30/2019 16:00:00,106.38
1/31/2019 16:00:00,61.4,1/31/2019 16:00:00,41.61,1/31/2019 16:00:00,8.8,1/31/2019 16:00:00,143.75,1/31/2019 16:00:00,104.43
2/1/2019 16:00:00,62.44,2/1/2019 16:00:00,41.63,2/1/2019 16:00:00,8.72,2/1/2019 16:00:00,144.73,2/1/2019 16:00:00,102.78
2/4/2019 16:00:00,62.58,2/4/2019 16:00:00,42.81,2/4/2019 16:00:00,8.7,2/4/2019 16:00:00,149.18,2/4/2019 16:00:00,105.74
2/5/2019 16:00:00,64.27,2/5/2019 16:00:00,43.55,2/5/2019 16:00:00,8.75,2/5/2019 16:00:00,149.95,2/5/2019 16:00:00,107.22
2/6/2019 16:00:00,63.44,2/6/2019 16:00:00,43.56,2/6/2019 16:00:00,8.72,2/6/2019 16:00:00,153,2/6/2019 16:00:00,106.03
2/7/2019 16:00:00,61.5,2/7/2019 16:00:00,42.74,2/7/2019 16:00:00,8.31,2/7/2019 16:00:00,147.42,2/7/2019 16:00:00,105.27
2/8/2019 16:00:00,61.16,2/8/2019 16:00:00,42.6,2/8/2019 16:00:00,8.39,2/8/2019 16:00:00,148.17,2/8/2019 16:00:00,105.67
2/11/2019 16:00:00,62.57,2/11/2019 16:00:00,42.36,2/11/2019 16:00:00,8.33,2/11/2019 16:00:00,146.45,2/11/2019 16:00:00,105.25
2/12/2019 16:00:00,62.36,2/12/2019 16:00:00,42.72,2/12/2019 16:00:00,8.46,2/12/2019 16:00:00,151.17,2/12/2019 16:00:00,106.89
2/13/2019 16:00:00,61.63,2/13/2019 16:00:00,42.55,2/13/2019 16:00:00,8.41,2/13/2019 16:00:00,152.88,2/13/2019 16:00:00,106.81
2/14/2019 16:00:00,60.75,2/14/2019 16:00:00,42.7,2/14/2019 16:00:00,8.42,2/14/2019 16:00:00,154.53,2/14/2019 16:00:00,106.9
2/15/2019 16:00:00,61.58,2/15/2019 16:00:00,42.61,2/15/2019 16:00:00,8.54,2/15/2019 16:00:00,157.34,2/15/2019 16:00:00,108.22
2/19/2019 16:00:00,61.13,2/19/2019 16:00:00,42.73,2/19/2019 16:00:00,8.83,2/19/2019 16:00:00,156.64,2/19/2019 16:00:00,108.17
2/20/2019 16:00:00,60.51,2/20/2019 16:00:00,43.01,2/20/2019 16:00:00,8.94,2/20/2019 16:00:00,158.55,2/20/2019 16:00:00,107.15
2/21/2019 16:00:00,58.25,2/21/2019 16:00:00,42.77,2/21/2019 16:00:00,8.71,2/21/2019 16:00:00,155.77,2/21/2019 16:00:00,109.41
2/22/2019 16:00:00,58.94,2/22/2019 16:00:00,43.24,2/22/2019 16:00:00,8.71,2/22/2019 16:00:00,159.19,2/22/2019 16:00:00,110.97
2/25/2019 16:00:00,59.75,2/25/2019 16:00:00,43.56,2/25/2019 16:00:00,8.76,2/25/2019 16:00:00,158.69,2/25/2019 16:00:00,111.59
2/26/2019 16:00:00,59.57,2/26/2019 16:00:00,43.58,2/26/2019 16:00:00,8.88,2/26/2019 16:00:00,157.1,2/26/2019 16:00:00,112.36
2/27/2019 16:00:00,62.95,2/27/2019 16:00:00,43.72,2/27/2019 16:00:00,8.78,2/27/2019 16:00:00,155.41,2/27/2019 16:00:00,112.17
2/28/2019 16:00:00,63.98,2/28/2019 16:00:00,43.29,2/28/2019 16:00:00,8.77,2/28/2019 16:00:00,154.26,2/28/2019 16:00:00,112.03
3/1/2019 16:00:00,58.96,3/1/2019 16:00:00,43.74,3/1/2019 16:00:00,8.79,3/1/2019 16:00:00,156.45,3/1/2019 16:00:00,112.53
3/4/2019 16:00:00,57.07,3/4/2019 16:00:00,43.96,3/4/2019 16:00:00,8.81,3/4/2019 16:00:00,156.78,3/4/2019 16:00:00,112.26
